Stkcd	Stknme_en	Listdt	Conme_en	OWNERSHIPTYPE_EN	OWNERSHIPTYPECODE	Ipoprc	Nshripo	Parval	Markettype
000166	SWHY	2015-01-26	Shenwan Hongyuan Group Co., Ltd.	State-run or State-owned Holding	P0301	4.8600	8140985	1.0000000000	4
000333	MDJT	2013-09-18	Midea Group Co., Ltd.	Private Enterprises	P0306	44.5600	686323	1.0000000000	4
001201	DRGF	2021-04-28	Dongrui Food Group Co., Ltd.	Private Enterprises	P0306	63.3800	31670	1.0000000000	4
001202	JSGF	2021-04-29	Guangdong Jushen Logistics Co., Ltd.	Private Enterprises	P0306	15.0900	32242	1.0000000000	4
001203	DZKY	2021-05-10	Inner Mongolia Dazhong Mining Co., Ltd.	Private Enterprises	P0306	8.9800	218940	1.0000000000	4
001205	SHGF	2021-05-13	Nanjing Shenghang Shipping Co., Ltd.	Private Enterprises	P0306	16.5200	30067	1.0000000000	4
001206	YYGF	2021-05-18	Tianjin Yiyi Hygiene Products Co., Ltd.	Private Enterprises	P0306	44.6000	23583	1.0000000000	4
001207	LKKJ	2021-06-23	Shandong Link Science and Technology Co., Ltd.	Private Enterprises	P0306	14.2700	45500	1.0000000000	4
001208	HLXL	2021-06-24	Hunan Valin Wire & Cable Co., Ltd.	Private Enterprises	P0306	3.6700	133606	1.0000000000	4
001209	HXGF	2021-07-23	Guangdong Hongxing Industrial Co., Ltd.	Private Enterprises	P0306	29.8800	23487	1.0000000000	4
001210	JFNY	2021-07-29	Kingfore Energy Group Co., Ltd.	Private Enterprises	P0306	28.0100	22690	1.0000000000	4
001211	SQKJ	2021-08-05	Suncha Technology Co., Ltd.	Private Enterprises	P0306	26.4000	18000	1.0000000000	4
001212	ZQXC	2021-08-23	Sinostone (Guangdong) Co., Ltd.	Private Enterprises	P0306	31.6700	22670	1.0000000000	4
001213	ZTTH	2021-09-08	China Railway Special Cargo Logistics Co., Ltd.	Private Enterprises	P0306	3.9600	444444	1.0000000000	4
001215	QWYC	2021-09-06	Zhengzhou Qianwei Yangchu Food Co., Ltd.	Private Enterprises	P0306	15.7100	21280	1.0000000000	4
001216	HCGF	2021-10-19	Hunan Hualian China Industry Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	9.3700	62967	1.0000000000	4
001217	HET	2021-09-29	Anhui Huaertai Chemical Co., Ltd.	Private Enterprises	P0306	10.4600	82970	1.0000000000	4
001218	LCSY	2021-10-15	Hunan Resun Co., Ltd.	Private Enterprises	P0306	45.5100	22500	1.0000000000	4
001219	QDSP	2021-10-21	Qingdao Foods Co., Ltd.	State-run or State-owned Holding	P0301	17.2000	22200	1.0000000000	4
001222	YFCW	2022-08-18	Wenzhou Yuanfei Pet Toy Products Co., Ltd.	Private Enterprises	P0306	13.7100	34100	1.0000000000	4
001223	OKKJ	2022-12-12	OK Science and Technology Co., Ltd.	Private Enterprises	P0306	65.5800	16680	1.0000000000	4
001225	HTJD	2023-02-22	Hangzhou Hota M&E Industry Co., Ltd.	Private Enterprises	P0306	46.8100	16167	1.0000000000	4
001226	TSZG	2022-06-22	Anhui Tuoshan Heavy Industries Co., Ltd.	Private Enterprises	P0306	24.6600	18667	1.0000000000	4
001227	LZYH	2022-01-17	Bank of Lanzhou Co., Ltd.	State-run or State-owned Holding	P0301	3.5700	569570	1.0000000000	4
001228	YTY	2022-04-29	Yongtaiyun Chemical Logistics Co., Ltd.	Private Enterprises	P0306	30.4600	25970	1.0000000000	4
001229	MSKJ	2022-08-08	Guangdong AVCiT Technology Holding Co., Ltd.	Private Enterprises	P0306	21.7100	25000	1.0000000000	4
001230	JLHJ	2022-07-15	Jinglv Environment Science and Technology Co., Ltd.	State-run or State-owned Holding	P0301	34.5100	27848	1.0000000000	4
001231	NXKJ	2022-08-19	Norsyn Crop Technology Co., Ltd.	Private Enterprises	P0306	17.7700	25000	1.0000000000	4
001234	TMS	2022-01-11	Jiangsu Times Textile Technology Co., Ltd.	Private Enterprises	P0306	16.5300	26667	1.0000000000	4
001236	HYQH	2022-08-05	Holly Futures Co., Ltd.	State-run or State-owned Holding	P0301	1.8600	100778	1.0000000000	4
001238	ZJZT	2022-09-19	Zhejiang Zhengte Co., Ltd.	Private Enterprises	P0306	16.0500	27500	1.0000000000	4
001239	YDGF	2023-12-12	Xiangtan Yongda Machinery Manufacturing Co., Ltd.	Private Enterprises	P0306	12.0500	60000	1.0000000000	4
001255	BFDQ	2022-09-30	Zhejiang Bofay Electric Co., Ltd.	Private Enterprises	P0306	19.7700	20000	1.0000000000	4
001256	WGKJ	2022-12-05	Zhejiang Weigang Technology Co., Ltd.	Private Enterprises	P0306	13.6400	35654	1.0000000000	4
001258	LXNY	2022-07-27	Xinjiang Lixin Energy Co., Ltd.	State-run or State-owned Holding	P0301	3.3800	233333	1.0000000000	4
001259	LRKJ	2022-08-31	Beijing Liven Technology Co., Ltd.	Private Enterprises	P0306	19.7500	18484	1.0000000000	4
001260	KTGF	2023-02-16	Shandong Kuntai New Material Technology Co., Ltd.	Private Enterprises	P0306	14.2700	28750	1.0000000000	4
001266	HYZN	2022-02-28	Shanghai Smart Control Co., Ltd.	Private Enterprises	P0306	38.6100	18360	1.0000000000	4
001267	HLST	2021-11-17	Hui Lyu Ecological Technology Groups Co., Ltd.	Private Enterprises	P0306	3.9100		1.0000000000	4
001268	LHJM	2022-06-30	Guangdong Yangshan United Precision Manufacturing Co., Ltd.	Private Enterprises	P0306	19.2500	26983	1.0000000000	4
001269	OJKJ	2022-09-30	Inner Mongolia OJing Quartz Co., Ltd.	Private Enterprises	P0306	15.6500	34356	1.0000000000	4
001270	CCKJ	2022-06-06	Zhejiang Chengchang Technology Co., Ltd.	Private Enterprises	P0306	21.6800	27954	1.0000000000	4
001278	YBKJ	2023-03-08	Ningbo Yibin Electronic Technology Corp.	Private Enterprises	P0306	17.0000	30933	1.0000000000	4
001282	SLDZ	2023-05-24	Wuhu Sanlian Forging Co., Ltd.	Private Enterprises	P0306	27.9300	28380	1.0000000000	4
001283	HPKJ	2022-09-05	Shenzhen Highpower Technology Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	52.1900	20000	1.0000000000	4
001286	SXNY	2023-04-10	Shaanxi Energy Investment Co., Ltd.	State-run or State-owned Holding	P0301	9.6000	750000	1.0000000000	4
001287	ZDG	2023-04-10	Shenzhen CECport Technology Co., Ltd.	State-run or State-owned Holding	P0301	11.8800	189975	1.0000000000	4
001288	YJJT	2021-11-01	Sichuan Zigong Conveying Machine Group Co., Ltd.	Private Enterprises	P0306	14.5500	40000	1.0000000000	4
001289	LYDL	2022-01-24	China Longyuan Power Group Corporation Limited	State-run or State-owned Holding	P0301	11.3000	345574	1.0000000000	4
001296	CJCL	2021-12-24	Chongqing Changjiang Moulding Material (Group) Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	25.5600	20550	1.0000000000	4
001298	HSH	2022-10-31	Shenzhen Best of Best Holdings Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	35.3200	24000	1.0000000000	4
001299	MNNY	2022-10-31	Shaanxi Meineng Gas Corp., Ltd.	Private Enterprises	P0306	10.6900	46900	1.0000000000	4
001300	SBS	2022-10-19	Sportsoul Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	11.1700	60944	1.0000000000	4
001301	STKJ	2022-12-28	Shijiazhuang Shangtai Technology Co., Ltd.	Private Enterprises	P0306	33.8800	64944	1.0000000000	4
001306	XXJM	2023-11-16	Zhejiang Xiasha Precision Manufacturing Co., Ltd.	Private Enterprises	P0306	53.6300	15500	1.0000000000	4
001308	KGKJ	2022-03-18	Shenzhen KTC Technology Co., Ltd.	Private Enterprises	P0306	48.8400	42488	1.0000000000	4
001309	DML	2022-07-01	Shenzhen Techwinsemi Technology Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	26.5400	20000	1.0000000000	4
001311	DLKJ	2023-02-27	Chuzhou Duoli Automotive Technology Co., Ltd.	Private Enterprises	P0306	61.8700	35333	1.0000000000	4
001313	YHSL	2022-02-16	Guangdong Yuehai Feed Group Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	5.3800	100000	1.0000000000	4
001314	YDXX	2023-02-14	Emdoor Information Co., Ltd.	State-run or State-owned Holding	P0301	35.0000	35112	1.0000000000	4
001316	RBHK	2022-06-24	Lubair Aviation Technology Co., Ltd.	Private Enterprises	P0306	29.2000	20000	1.0000000000	4
001317	SYM	2021-11-30	San Yang Ma (Chongqing) Logistics Co., Ltd.	Private Enterprises	P0306	16.0000	20010	1.0000000000	4
001318	YGRY	2022-05-20	Jiangxi Sunshine Dairy Co., Ltd.	Private Enterprises	P0306	9.4600	70700	1.0000000000	4
001319	MKJJ	2022-05-12	Winstech Precision Holding Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	14.8900	35350	1.0000000000	4
001322	JPJJ	2022-10-26	Arrow Home Group Co., Ltd.	Private Enterprises	P0306	12.6800	96610	1.0000000000	4
001323	MSGF	2022-06-23	De Rucci Healthy Sleep Co., Ltd.	Private Enterprises	P0306	38.9300	40010	1.0000000000	4
001324	CQKJ	2023-05-22	Changzhou Evergreen Technology Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	18.8800	34500	1.0000000000	4
001326	LYGF	2023-11-09	SNC Opto Electronic Co., Ltd.	Private Enterprises	P0306	41.1800	18300	1.0000000000	4
001328	DKKQ	2023-04-10	Dencare (Chongqing) Oral Care Co., Ltd.	State-run or State-owned Holding	P0301	20.6800	43044	1.0000000000	4
001330	BNYY	2022-08-18	Bona Film Group Limited	Private Enterprises	P0306	5.0300	274904	1.0000000000	4
001331	STNY	2022-09-08	Senton Energy Co., Ltd.	Private Enterprises	P0306	26.7800	30000	1.0000000000	4
001332	XZGF	2022-09-20	Wuxi Chemical Equipment Co., Ltd.	Private Enterprises	P0306	59.9000	20000	1.0000000000	4
001333	GHGF	2022-12-08	Zhejiang Guanghua Technology Co., Ltd.	Private Enterprises	P0306	27.7600	32000	1.0000000000	4
001336	CHKJ	2022-07-25	Hangzhou Chuhuan Science and Technology Co., Ltd.	Private Enterprises	P0306	22.9600	20094	1.0000000000	4
001337	SCHJ	2023-03-03	Sichuan Rongda Gold Co., Ltd.	State-run or State-owned Holding	P0301	7.0900	60000	1.0000000000	4
001338	YST	2022-11-16	GDH Supertime Group Company Limited	State-run or State-owned Holding	P0301	6.8200	125433	1.0000000000	4
001339	ZWZN	2022-08-15	JWIPC Technology Development Co., Ltd.	Private Enterprises	P0306	16.8600	61750	1.0000000000	4
001358	XXXC	2023-12-21	Shaoxing Xingxin New Materials Co., Ltd.	Private Enterprises	P0306	41.0000	22000	1.0000000000	4
001360	NKJT	2023-04-10	Nanchang Mineral Systems Co., Ltd.	Private Enterprises	P0306	15.3800	51000	1.0000000000	4
001366	BEJT	2023-03-07	Boen Group Co., Ltd.	Private Enterprises	P0306	9.3200	40350	1.0000000000	4
001367	HSYY	2023-04-10	Zhejiang Haisen Pharmaceutical Co., Ltd.	Private Enterprises	P0306	44.4800	17000	1.0000000000	4
001368	TDCZ	2023-03-13	Tongda Chuangzhi (Xiamen) Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	25.1300	28000	1.0000000000	4
001373	XTXC	2023-06-01	Jiangsu Topfly New Materials Co., Ltd.	Private Enterprises	P0306	28.9300	17172	1.0000000000	4
001376	BTNY	2023-11-03	Jiangxi Bestoo Energy Co., Ltd.	Private Enterprises	P0306	4.5600	46090	1.0000000000	4
001378	DGXC	2023-10-30	Guangdong Decro Film New Materials Co., Ltd.	Private Enterprises	P0306	31.6800	33334	1.0000000000	4
001380	HWKJ	2023-05-16	Hwaway Technology Corporation Limited	Sino-foreign Equity Joint Venture	P0303	28.8400	32220	1.0000000000	4
001872	ZSGK	2018-12-26	China Merchants Port Group Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	3.1000		1.0000000000	4
001914	ZSJY	2019-12-16	China Merchants Property Operation & Service Co., Ltd.	State-run or State-owned Holding	P0301	5.5000		1.0000000000	4
001965	ZSGL	2017-12-25	China Merchants Expressway Network & Technology Holdings Co., Ltd.	State-run or State-owned Holding	P0301	8.1800	554833	1.0000000000	4
001979	ZSSK	2015-12-30	China Merchants Shekou Industrial Zone Holdings Co., Ltd.	State-run or State-owned Holding	P0301	23.6000	1901798	1.0000000000	4
002203	HLGF	2008-01-16	Zhejiang Hailiang Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	11.1700	55000	1.0000000000	4
002204	DLZG	2008-01-16	Dalian Huarui Heavy Industry Group Co., Ltd.	State-run or State-owned Holding	P0301	10.7800	54000	1.0000000000	4
002205	GTGF	2008-01-23	Xinjiang Guotong Pipeline Co., Ltd.	State-run or State-owned Holding	P0301	7.6900	20000	1.0000000000	4
002206	HLD	2008-01-23	Zhejiang Hailide New Material Co., Ltd.	Private Enterprises	P0306	14.6900	32000	1.0000000000	4
002207	ZYGF	2008-01-28	Xinjiang Zhundong Petroleum Technology Co., Ltd.	Private Enterprises	P0306	7.8500	25000	1.0000000000	4
002208	HFCJ	2008-01-28	Hefei Urban Construction Development Co., Ltd.	State-run or State-owned Holding	P0301	15.6000	26700	1.0000000000	4
002209	DYL	2008-01-30	Guangzhou Tech-Long Packaging Machinery Co., Ltd.	Private Enterprises	P0306	4.2400	29000	1.0000000000	4
002210	FMGJ	2008-01-30	Shenzhen Feima International Supply Chain Co., Ltd.	Private Enterprises	P0306	7.7900	35000	1.0000000000	4
002211	HDXC	2008-02-01	Shanghai Hongda New Material Co., Ltd.	Private Enterprises	P0306	10.4900	61000	1.0000000000	4
002212	TRX	2008-02-01	Topsec Technologies Group Inc.	Private Enterprises	P0306	15.1200	38000	1.0000000000	4
002213	DWGF	2008-02-01	Shenzhen Dawei Innovation Technology Company Limited	Private Enterprises	P0306	4.7000	26000	1.0000000000	4
002214	DLKJ	2008-02-18	Zhejiang Dali Technology Co., Ltd.	Private Enterprises	P0306	6.8000	25000	1.0000000000	4
002215	NPX	2008-02-18	Shenzhen Noposion Crop Science Co., Ltd.	Private Enterprises	P0306	9.9500	30000	1.0000000000	4
002216	SQSP	2008-02-20	Sanquan Food Co., Ltd.	Private Enterprises	P0306	21.5900	23500	1.0000000000	4
002217	HLT	2008-02-20	Holitech Technology Co., Ltd.	Private Enterprises	P0306	11.3900	31000	1.0000000000	4
002218	TRXN	2008-02-28	Shenzhen Topray Solar Co., Ltd.	Private Enterprises	P0306	10.7900	40000	1.0000000000	4
002219	XLC	2008-03-06	New Journey Health Technology Group Co., Ltd.	Private Enterprises	P0306	6.1800	23400	1.0000000000	4
002220	TBT	2008-02-28	Dalian Tianbao Green Foods Co., Ltd.	Private Enterprises	P0306	17.0700	18000	1.0000000000	4
002221	DHNY	2008-03-06	Oriental Energy Company Limited	Private Enterprises	P0306	5.6900	56000	1.0000000000	4
002222	FJKJ	2008-03-19	Castech Inc.	State-run or State-owned Holding	P0301	7.7900	47500	1.0000000000	4
002223	YYYL	2008-04-18	Jiangsu Yuyue Medical Equipment & Supply Co., Ltd.	Private Enterprises	P0306	9.4800	26000	1.0000000000	4
002224	SLS	2008-04-25	Sanlux Co., Ltd.	Private Enterprises	P0306	9.3800	19000	1.0000000000	4
002225	PNGF	2008-04-25	Puyang Refractories Group Co., Ltd.	Private Enterprises	P0306	4.7900	60000	1.0000000000	4
002226	JNHG	2008-05-06	Anhui Jiangnan Chemical Industry Co., Ltd.	Private Enterprises	P0306	12.6000	13500	1.0000000000	4
002227	ATX	2008-05-06	Shenzhen Auto Electric Power Plant Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	14.3700	27500	1.0000000000	4
002228	HXBZ	2008-05-08	Xiamen Hexing Packaging Printing Co., Ltd.	Private Enterprises	P0306	10.1500	25000	1.0000000000	4
002229	HBGF	2008-05-08	Hongbo Co., Ltd.	Private Enterprises	P0306	13.8800	20000	1.0000000000	4
002230	KDXF	2008-05-12	iFLYTEK Co., Ltd.	Private Enterprises	P0306	12.6600	26800	1.0000000000	4
002231	AWTX	2008-05-12	Allwin Telecommunication Co., Ltd.	Private Enterprises	P0306	8.4600	27000	1.0000000000	4
002232	QMXX	2008-05-09	Qiming Information Technology Co., Ltd.	State-run or State-owned Holding	P0301	9.4400	32000	1.0000000000	4
002233	TPJT	2008-05-16	Guangdong Tapai Group Co., Ltd.	Private Enterprises	P0306	10.0300	100000	1.0000000000	4
002234	MHGF	2008-05-16	Shandong Minhe Animal Husbandry Co., Ltd.	Private Enterprises	P0306	10.6100	27000	1.0000000000	4
002235	ANGF	2008-05-16	Xiamen Anne Co., Ltd.	Private Enterprises	P0306	10.9100	25000	1.0000000000	4
002236	DHGF	2008-05-20	Zhejiang Dahua Technology Co., Ltd.	Private Enterprises	P0306	24.2400	16800	1.0000000000	4
002237	HBGF	2008-05-20	Shandong Humon Smelting Co., Ltd.	Private Enterprises	P0306	25.9800	24000	1.0000000000	4
002238	TWSX	2008-05-26	Shenzhen Topway Video Communication Co., Ltd.	State-run or State-owned Holding	P0301	6.9800	67000	1.0000000000	4
002239	ATJ	2008-05-22	Aotecar New Energy Technology Co., Ltd.	Private Enterprises	P0306	9.3300	34000	1.0000000000	4
002240	SXLN	2008-05-23	Chengxin Lithium Group Co., Ltd.	Private Enterprises	P0306	15.7000	76690	1.0000000000	4
002241	GEGF	2008-05-22	Goertek Inc.	Private Enterprises	P0306	18.7800	30000	1.0000000000	4
002242	JYGF	2008-05-28	Joyoung Co., Ltd.	Private Enterprises	P0306	22.5400	67000	1.0000000000	4
002243	LHKC	2008-05-28	Shenzhen Leaguer Co., Ltd.	State-run or State-owned Holding	P0301	7.7800	40500	1.0000000000	4
002244	BJJT	2008-05-29	Hangzhou Binjiang Real Estate Group Co., Ltd.	Private Enterprises	P0306	20.3100	60000	1.0000000000	4
002245	WLLX	2008-06-05	Jiangsu Azure Corporation	Sino-foreign Equity Joint Venture	P0303	16.3800	15200	1.0000000000	4
002246	BHGF	2008-06-05	North Chemical Industries Co., Ltd.	State-run or State-owned Holding	P0301	6.9500	49500	1.0000000000	4
002247	JLWH	2008-06-12	Zhejiang Juli Culture Development Co., Ltd.	Private Enterprises	P0306	16.0500	16800	1.0000000000	4
002248	HDSK	2008-06-12	Weihai Huadong Automation Co., Ltd.	Private Enterprises	P0306	9.8000	30000	1.0000000000	4
002249	DYDJ	2008-06-19	Zhongshan Broad-Ocean Motor Co., Ltd.	Private Enterprises	P0306	25.6000	32000	1.0000000000	4
002250	LHKJ	2008-06-19	Lianhe Chemical Technology Co., Ltd.	Private Enterprises	P0306	10.5200	32300	1.0000000000	4
002251	*ST BG	2008-06-19	Better Life Commercial Chain Share Co., Ltd.	Private Enterprises	P0306	26.0800	35000	1.0000000000	4
002252	SHLS	2008-06-23	Shanghai RAAS Blood Products Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	12.8100	40000	1.0000000000	4
002253	CDZS	2008-06-23	Wisesoft Co., Ltd.	Private Enterprises	P0306	14.7500	13000	1.0000000000	4
002254	THXC	2008-06-25	Tayho Advanced Materials Group Co., Ltd.	State-run or State-owned Holding	P0301	18.5900	32000	1.0000000000	4
002255	HLZG	2008-06-25	Suzhou Hailu Heavy Industry Co., Ltd.	Private Enterprises	P0306	10.4600	27700	1.0000000000	4
002256	ZXGF	2008-06-25	Shenzhen Sunrise New Energy Co., Ltd.	Private Enterprises	P0306	12.5600	22000	1.0000000000	4
002258	LEHX	2008-07-08	Lier Chemical Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	16.0600	34000	1.0000000000	4
002259	ST SD	2008-07-16	Sichuan Shengda Forestry Industry Co., Ltd.	Private Enterprises	P0306	4.5600	55000	1.0000000000	4
002260	DAT	2008-07-16	DEA General Aviation Holding Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	6.6600	30000	1.0000000000	4
002261	TWXX	2008-07-23	Talkweb Information System Co., Ltd.	Private Enterprises	P0306	15.3700	20000	1.0000000000	4
002262	EHYY	2008-07-23	Jiangsu Nhwa Pharmaceutical Co., Ltd.	Private Enterprises	P0306	5.6800	30000	1.0000000000	4
002263	DDN	2008-07-28	Zhejiang Great Southeast Co., Ltd.	Private Enterprises	P0306	5.2800	64000	1.0000000000	4
002264	XHD	2008-07-31	New Huadu Technology Co., Ltd.	Private Enterprises	P0306	12.0000	26800	1.0000000000	4
002265	JSGY	2008-08-06	Jianshe Industry Group (Yunnan) Co., Ltd.	State-run or State-owned Holding	P0301	2.8800	73000	1.0000000000	4
002266	ZFKG	2008-08-06	Zhefu Holding Group Co., Ltd.	Private Enterprises	P0306	14.2900	35800	1.0000000000	4
002267	STRQ	2008-08-13	Shaanxi Provincial Natural Gas Co., Ltd.	State-run or State-owned Holding	P0301	10.5900	100000	1.0000000000	4
002268	DKWA	2008-08-11	CETC Cyberspace Security Technology Co., Ltd.	State-run or State-owned Holding	P0301	12.1200	17000	1.0000000000	4
002269	MBFS	2008-08-28	Shanghai Metersbonwe Fashion & Accessories Co., Ltd.	Private Enterprises	P0306	19.7600	70000	1.0000000000	4
002270	HMZB	2008-09-05	Huaming Power Equipement Co., Ltd.	Private Enterprises	P0306	8.7000	36500	1.0000000000	4
002271	DFYH	2008-09-10	Beijing Oriental Yuhong Waterproof Technology Co., Ltd.	Private Enterprises	P0306	17.3300	13200	1.0000000000	4
002272	CRGF	2008-09-19	Sichuan CRUN Co., Ltd.	Private Enterprises	P0306	10.4400	23000	1.0000000000	4
002273	SJGD	2008-09-19	Zhejiang Crystal-Optech Co., Ltd.	Private Enterprises	P0306	15.2900	16700	1.0000000000	4
002274	HCHG	2008-09-25	Jiangsu Huachang Chemical Co., Ltd.	Private Enterprises	P0306	10.0100	51000	1.0000000000	4
002275	GLSJ	2009-07-10	Guilin Sanjin Pharmaceutical Co., Ltd.	Private Enterprises	P0306	19.8000	46000	1.0000000000	4
002276	WMGF	2009-07-10	Zhejiang Wanma Co., Ltd.	Private Enterprises	P0306	11.5000	50000	1.0000000000	4
002277	YAGF	2009-07-17	Hunan Friendship & Apollo Commercial Co., Ltd.	Private Enterprises	P0306	19.5800	50000	1.0000000000	4
002278	SKGF	2009-08-11	Shanghai SK Petroleum and Chemical Equipment Corporation Ltd.	Private Enterprises	P0306	15.9600	46000	1.0000000000	4
002279	JQRJ	2009-08-11	Beijing Join-Cheer Software Co., Ltd.	Private Enterprises	P0306	27.0000	15300	1.0000000000	4
002280	LLHD	2009-08-21	Hangzhou Liaison Interactive Information Technology Co., Ltd.	Private Enterprises	P0306	22.8000	13500	1.0000000000	4
002281	GXKJ	2009-08-21	Accelink Technologies Co, Ltd.	State-run or State-owned Holding	P0301	16.0000	40000	1.0000000000	4
002282	BSGF	2009-08-21	Bosun Co., Ltd.	Private Enterprises	P0306	11.5000	43400	1.0000000000	4
002283	TRGY	2009-08-21	Tianrun Industry Technology Co., Ltd.	Private Enterprises	P0306	14.0000	60000	1.0000000000	4
002284	YTGF	2009-08-28	Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.	Private Enterprises	P0306	18.8000	24000	1.0000000000	4
002285	SLH	2009-08-28	Shenzhen WorldUnion Group Incorporated	Private Enterprises	P0306	19.6800	32000	1.0000000000	4
002286	BLB	2009-08-28	Baolingbao Biology Co., Ltd.	Private Enterprises	P0306	20.5600	20000	1.0000000000	4
002287	QZZY	2009-08-28	Tibet Cheezheng Tibetan Medicine Co., Ltd.	Private Enterprises	P0306	11.8100	41000	1.0000000000	4
002288	CHKJ	2009-09-03	Guangdong Chaohua Technology Co., Ltd.	Private Enterprises	P0306	12.1000	22000	1.0000000000	4
002289	ST YS	2009-09-03	Shenzhen Success Electronics Co., Ltd.	Private Enterprises	P0306	15.8800	18500	1.0000000000	4
002290	HSXC	2009-09-03	Suzhou Hesheng Special Material Co., Ltd.	Private Enterprises	P0306	27.8000	21000	1.0000000000	4
002291	YWKJ	2009-09-03	Foshan Yowant Technology Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	18.0000	55000	1.0000000000	4
002292	AFYL	2009-09-10	Alpha Group Co., Ltd.	Private Enterprises	P0306	22.9200	40000	1.0000000000	4
002293	LLSH	2009-09-10	Luolai Lifestyle Technology Co., Ltd.	Private Enterprises	P0306	27.1600	35100	1.0000000000	4
002294	XLT	2009-09-10	Shenzhen Salubris Pharmaceuticals Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	41.9800	28500	1.0000000000	4
002295	JYGF	2009-09-29	Guangdong Jingyi Metal Co., Ltd.	Private Enterprises	P0306	13.0000	36000	1.0000000000	4
002296	HHKJ	2009-09-29	Henan Splendor Science & Technology Co., Ltd.	Private Enterprises	P0306	25.0000	15500	1.0000000000	4
002297	BYXC	2009-09-29	Hunan Boyun New Materials Co., Ltd.	State-run or State-owned Holding	P0301	10.8000	27000	1.0000000000	4
002298	ZDXF	2009-09-29	Anhui Sinonet & Xinlong Science & Technology Co., Ltd.	Private Enterprises	P0306	9.5000	28000	1.0000000000	4
002299	SNFZ	2009-10-21	Fujian Sunner Development Co., Ltd.	Private Enterprises	P0306	19.7500	41000	1.0000000000	4
002300	TYDL	2009-10-21	Fujian Nanping Sun Cable Co., Ltd.	Private Enterprises	P0306	20.5600	34000	1.0000000000	4
002301	QXJT	2009-10-21	Shenzhen Comix Group Co., Ltd.	Private Enterprises	P0306	20.0000	31200	1.0000000000	4
002302	XBJS	2009-11-03	China West Construction Group Co., Ltd.	State-run or State-owned Holding	P0301	15.0000	35000	1.0000000000	4
002303	MYS	2009-11-03	MYS Group Co., Ltd.	Private Enterprises	P0306	25.3600	45000	1.0000000000	4
002304	YHGF	2009-11-06	Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.	State-run or State-owned Holding	P0301	60.0000	45000	1.0000000000	4
002305	NGZY	2009-11-06	Langold Real Estate Co., Ltd.	Private Enterprises	P0306	12.3000	48000	1.0000000000	4
002306	ZKYW	2009-11-11	Cloud Live Technology Group Co., Ltd.	Private Enterprises	P0306	18.9000	50000	1.0000000000	4
002307	BXLQ	2009-11-11	Xinjiang Beixin Road & Bridge Group Co., Ltd.	State-run or State-owned Holding	P0301	8.5800	47500	1.0000000000	4
002308	WCGF	2009-11-27	Vtron Group Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	23.8000	53450	1.0000000000	4
002309	ST ZL	2009-11-27	Jiangsu Zhongli Group Co., Ltd.	Private Enterprises	P0306	46.0000	33500	1.0000000000	4
002310	DFYL	2009-11-27	Beijing Orient Landscape & Environment Co., Ltd.	Private Enterprises	P0306	58.6000	14500	1.0000000000	4
002311	HDJT	2009-11-27	Guangdong Haid Group Co., Ltd.	Private Enterprises	P0306	28.0000	56000	1.0000000000	4
002312	CFLM	2009-12-03	Sichuan Development Lomon Co., Ltd.	Private Enterprises	P0306	28.6000	15000	1.0000000000	4
002313	RHZN	2009-12-03	Sunsea AIoT Technology Co., Ltd.	Private Enterprises	P0306	24.8000	25000	1.0000000000	4
002314	NSKG	2009-12-03	Shenzhen New Nanshan Holding (Group) Co., Ltd.	State-run or State-owned Holding	P0301	16.8200	73641	1.0000000000	4
002315	JDKJ	2009-12-09	Focus Technology Co., Ltd.	Private Enterprises	P0306	42.0000	29380	1.0000000000	4
002316	YLFZ	2009-12-09	Jilin Asia Link Technology Development Co., Ltd.	Sino-foreign Equity Joint Venture	P0303	18.8000	30000	1.0000000000	4
002317	ZSYY	2009-12-11	Guangdong Zhongsheng Pharmaceutical Co., Ltd.	Private Enterprises	P0306	55.0000	20000	1.0000000000	4
002318	JLTC	2009-12-11	Zhejiang Jiuli Hi-tech Metals Co., Ltd.	Private Enterprises	P0306	23.0000	40000	1.0000000000	4
002319	LTGF	2009-12-11	Letong Chemical Co., Ltd.	Private Enterprises	P0306	13.7000	25000	1.0000000000	4
